#proteinId	gotermId	goName	gotermType	goAcc
71874	5813	collagenase activity	molecular_function	GO:0008133
71874	5987	prenyl protein specific endopeptidase activity	molecular_function	GO:0008319
71874	13282	matrilysin-2 activity	molecular_function	GO:0030402
71905	2175	nucleic acid binding	molecular_function	GO:0003676
71905	3838	nucleus	cellular_component	GO:0005634
71918	5830	metabolic process	biological_process	GO:0008152
71918	5846	methyltransferase activity	molecular_function	GO:0008168
71920	3546	transporter activity	molecular_function	GO:0005215
71920	4927	transport	biological_process	GO:0006810
71920	9321	integral to membrane	cellular_component	GO:0016021
71934	2290	catalytic activity	molecular_function	GO:0003824
71934	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
71934	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
71934	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
71934	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
71934	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
71939	3043	protein kinase activity	molecular_function	GO:0004672
71939	3736	ATP binding	molecular_function	GO:0005524
71939	4602	protein amino acid phosphorylation	biological_process	GO:0006468
71939	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
71939	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
71939	4283	electron transport	biological_process	GO:0006118
71939	4542	mRNA processing	biological_process	GO:0006397
71939	10086	endoribonuclease activity, producing 5'-phosphomonoesters	molecular_function	GO:0016891
71939	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
71939	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
71939	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
71939	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
71939	3050	casein kinase activity	molecular_function	GO:0004680
71939	3051	casein kinase I activity	molecular_function	GO:0004681
71939	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
71939	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
71939	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
71939	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
71939	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
71939	3067	atypical protein kinase C activity	molecular_function	GO:0004700
71939	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
71939	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
71939	3071	JUN kinase activity	molecular_function	GO:0004705
71939	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
71939	3074	MAP kinase kinase activity	molecular_function	GO:0004708
71939	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
71939	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
71939	3084	Janus kinase activity	molecular_function	GO:0004718
71939	6004	MAP kinase 1 activity	molecular_function	GO:0008338
71939	6005	MP kinase activity	molecular_function	GO:0008339
71939	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
71939	6196	JUN kinase kinase activity	molecular_function	GO:0008545
71939	10102	MAP kinase 2 activity	molecular_function	GO:0016908
71939	10103	SAP kinase activity	molecular_function	GO:0016909
71939	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
71939	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
71939	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
71941	73	acyl-CoA binding	molecular_function	GO:0000062
71950	3931	mitochondrion	cellular_component	GO:0005739
71950	9292	ATP synthesis coupled proton transport	biological_process	GO:0015986
71950	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
71950	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
71950	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
71964	45	mannosyltransferase activity	molecular_function	GO:0000030
71964	4624	protein amino acid O-linked glycosylation	biological_process	GO:0006493
71964	9320	membrane	cellular_component	GO:0016020
71964	2607	dolichyl-phosphate-mannose-protein mannosyltransferase activity	molecular_function	GO:0004169
71969	2290	catalytic activity	molecular_function	GO:0003824
71969	5830	metabolic process	biological_process	GO:0008152
71969	2861	long-chain-fatty-acid-CoA ligase activity	molecular_function	GO:0004467
71969	8961	fatty-acid ligase activity	molecular_function	GO:0015645
71969	14792	short-chain-fatty-acid-CoA ligase activity	molecular_function	GO:0031955
71969	14793	medium-chain-fatty-acid-CoA ligase activity	molecular_function	GO:0031956
71969	14794	very-long-chain-fatty-acid-CoA ligase activity	molecular_function	GO:0031957
71974	9985	hydrolase activity	molecular_function	GO:0016787
71975	6212	protein transporter activity	molecular_function	GO:0008565
71975	8400	protein transport	biological_process	GO:0015031
71975	9321	integral to membrane	cellular_component	GO:0016021
71975	13069	integral to endoplasmic reticulum membrane	cellular_component	GO:0030176
71980	21401	protein dimerization activity	molecular_function	GO:0046983
71987	21401	protein dimerization activity	molecular_function	GO:0046983
71996	4283	electron transport	biological_process	GO:0006118
71996	2731	ferredoxin-NADP+ reductase activity	molecular_function	GO:0004324
71996	8407	NADPH-adrenodoxin reductase activity	molecular_function	GO:0015039
72010	2175	nucleic acid binding	molecular_function	GO:0003676
72010	3827	intracellular	cellular_component	GO:0005622
72010	5939	zinc ion binding	molecular_function	GO:0008270
72012	3727	protein binding	molecular_function	GO:0005515
72012	5939	zinc ion binding	molecular_function	GO:0008270
72013	2227	structural constituent of ribosome	molecular_function	GO:0003735
72013	3827	intracellular	cellular_component	GO:0005622
72013	4025	ribosome	cellular_component	GO:0005840
72013	4556	translation	biological_process	GO:0006412
72029	3737	GTP binding	molecular_function	GO:0005525
72029	4050	microtubule	cellular_component	GO:0005874
72029	5112	microtubule-based process	biological_process	GO:0007017
72029	3530	structural molecule activity	molecular_function	GO:0005198
72029	5113	microtubule-based movement	biological_process	GO:0007018
72029	18722	protein complex	cellular_component	GO:0043234
72029	24507	protein polymerization	biological_process	GO:0051258
72029	2378	GTPase activity	molecular_function	GO:0003924
72040	2613	endopeptidase activity	molecular_function	GO:0004175
72040	4024	proteasome core complex	cellular_component	GO:0005839
72040	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
72040	2706	threonine endopeptidase activity	molecular_function	GO:0004298
72040	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
72041	2290	catalytic activity	molecular_function	GO:0003824
72041	23919	FAD binding	molecular_function	GO:0050660
72041	9710	oxidoreductase activity	molecular_function	GO:0016491
72048	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
72048	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
72076	5765	N-acetyltransferase activity	molecular_function	GO:0008080
72076	5830	metabolic process	biological_process	GO:0008152
72076	2802	histone acetyltransferase activity	molecular_function	GO:0004402
72077	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
72077	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
72093	2548	coproporphyrinogen oxidase activity	molecular_function	GO:0004109
72093	4896	porphyrin biosynthetic process	biological_process	GO:0006779
72106	2290	catalytic activity	molecular_function	GO:0003824
72106	5830	metabolic process	biological_process	GO:0008152
72106	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
72106	2560	cystathionine beta-synthase activity	molecular_function	GO:0004122
72108	3708	binding	molecular_function	GO:0005488
72108	4927	transport	biological_process	GO:0006810
72108	9320	membrane	cellular_component	GO:0016020
72113	162	nucleotide binding	molecular_function	GO:0000166
72113	3175	aspartate-tRNA ligase activity	molecular_function	GO:0004815
72113	3736	ATP binding	molecular_function	GO:0005524
72113	3930	cytoplasm	cellular_component	GO:0005737
72113	4556	translation	biological_process	GO:0006412
72113	4565	aspartyl-tRNA aminoacylation	biological_process	GO:0006422
72113	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
72113	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
72113	2175	nucleic acid binding	molecular_function	GO:0003676
72113	3176	asparagine-tRNA ligase activity	molecular_function	GO:0004816
72113	4564	asparaginyl-tRNA aminoacylation	biological_process	GO:0006421
72115	10083	endodeoxyribonuclease activity, producing 5'-phosphomonoesters	molecular_function	GO:0016888
72130	5830	metabolic process	biological_process	GO:0008152
72130	9710	oxidoreductase activity	molecular_function	GO:0016491
72130	2290	catalytic activity	molecular_function	GO:0003824
72130	3708	binding	molecular_function	GO:0005488
72130	247	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function	GO:0000252
72130	248	3-keto sterol reductase activity	molecular_function	GO:0000253
72130	2477	aldo-keto reductase activity	molecular_function	GO:0004033
72130	2842	isocitrate dehydrogenase activity	molecular_function	GO:0004448
72130	2886	mevaldate reductase activity	molecular_function	GO:0004495
72130	6491	gluconate dehydrogenase activity	molecular_function	GO:0008875
72130	9508	steroid dehydrogenase activity	molecular_function	GO:0016229
72130	10761	epoxide dehydrogenase activity	molecular_function	GO:0018451
72130	10762	5-exo-hydroxycamphor dehydrogenase activity	molecular_function	GO:0018452
72130	10763	2-hydroxytetrahydrofuran dehydrogenase activity	molecular_function	GO:0018453
72130	15277	phenylcoumaran benzylic ether reductase activity	molecular_function	GO:0032442
72130	16590	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0033764
72130	16591	steroid dehydrogenase activity, acting on the CH-CH group of donors	molecular_function	GO:0033765
72130	19178	(R)-2-hydroxyisocaproate dehydrogenase activity	molecular_function	GO:0043713
72130	22621	3-ketoglucose-reductase activity	molecular_function	GO:0048258
72130	25233	(R)-2-hydroxyglutarate dehydrogenase activity	molecular_function	GO:0051990
72134	2175	nucleic acid binding	molecular_function	GO:0003676
72134	3827	intracellular	cellular_component	GO:0005622
72134	5939	zinc ion binding	molecular_function	GO:0008270
72134	6387	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
72134	10509	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
72134	19237	coenzyme F420-0 gamma-glutamyl ligase activity	molecular_function	GO:0043773
72134	19238	coenzyme F420-2 alpha-glutamyl ligase activity	molecular_function	GO:0043774
72137	4665	cysteine biosynthetic process from serine	biological_process	GO:0006535
72137	2290	catalytic activity	molecular_function	GO:0003824
72137	5830	metabolic process	biological_process	GO:0008152
72137	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
72140	2175	nucleic acid binding	molecular_function	GO:0003676
72140	3736	ATP binding	molecular_function	GO:0005524
72140	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
72140	2792	helicase activity	molecular_function	GO:0004386
72140	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
72140	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
72140	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
72140	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
72140	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
72140	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
72140	9684	pyrophosphatase activity	molecular_function	GO:0016462
72140	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
72140	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
72140	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
72144	2774	glycerol-3-phosphate dehydrogenase activity	molecular_function	GO:0004368
72144	4240	glycerol-3-phosphate metabolic process	biological_process	GO:0006072
72144	6928	glycerol-3-phosphate dehydrogenase complex	cellular_component	GO:0009331
72144	9710	oxidoreductase activity	molecular_function	GO:0016491
72149	3708	binding	molecular_function	GO:0005488
72149	4927	transport	biological_process	GO:0006810
72149	9320	membrane	cellular_component	GO:0016020
72156	6667	biosynthetic process	biological_process	GO:0009058
72156	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
72156	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
72156	3123	serine C-palmitoyltransferase activity	molecular_function	GO:0004758
72156	10222	serine C-palmitoyltransferase complex	cellular_component	GO:0017059
72160	2715	exo-alpha-sialidase activity	molecular_function	GO:0004308
72178	2706	threonine endopeptidase activity	molecular_function	GO:0004298
72178	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
72186	3011	phosphoribosylamine-glycine ligase activity	molecular_function	GO:0004637
72186	6721	purine base biosynthetic process	biological_process	GO:0009113
72186	2290	catalytic activity	molecular_function	GO:0003824
72186	3015	phosphoribosylformylglycinamidine cyclo-ligase activity	molecular_function	GO:0004641
72186	3930	cytoplasm	cellular_component	GO:0005737
72186	4351	'de novo' IMP biosynthetic process	biological_process	GO:0006189
72186	3736	ATP binding	molecular_function	GO:0005524
72189	4591	protein folding	biological_process	GO:0006457
72189	9551	prefoldin complex	cellular_component	GO:0016272
72189	24336	unfolded protein binding	molecular_function	GO:0051082
72191	2313	1-alkyl-2-acetylglycerophosphocholine esterase activity	molecular_function	GO:0003847
72192	586	chromatin	cellular_component	GO:0000785
72192	2176	DNA binding	molecular_function	GO:0003677
72192	3838	nucleus	cellular_component	GO:0005634
72192	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
72192	162	nucleotide binding	molecular_function	GO:0000166
72192	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
72192	3736	ATP binding	molecular_function	GO:0005524
72193	6667	biosynthetic process	biological_process	GO:0009058
72193	10042	1-aminocyclopropane-1-carboxylate synthase activity	molecular_function	GO:0016847
72193	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
72193	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
72193	2465	alanine transaminase activity	molecular_function	GO:0004021
72194	2227	structural constituent of ribosome	molecular_function	GO:0003735
72194	3827	intracellular	cellular_component	GO:0005622
72194	4025	ribosome	cellular_component	GO:0005840
72194	4556	translation	biological_process	GO:0006412
72196	9985	hydrolase activity	molecular_function	GO:0016787
72209	4929	cation transport	biological_process	GO:0006812
72209	5991	cation transmembrane transporter activity	molecular_function	GO:0008324
72209	9320	membrane	cellular_component	GO:0016020
72214	21401	protein dimerization activity	molecular_function	GO:0046983
72215	4650	amino acid metabolic process	biological_process	GO:0006520
72215	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
72215	2290	catalytic activity	molecular_function	GO:0003824
72215	5830	metabolic process	biological_process	GO:0008152
72219	2196	transcription factor activity	molecular_function	GO:0003700
72219	3838	nucleus	cellular_component	GO:0005634
72219	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
72219	5939	zinc ion binding	molecular_function	GO:0008270
72219	2176	DNA binding	molecular_function	GO:0003677
72219	4499	transcription	biological_process	GO:0006350
72221	24	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
72221	42	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
72221	45	mannosyltransferase activity	molecular_function	GO:0000030
72221	48	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
72221	1170	alpha-1,3-galactosyltransferase activity	molecular_function	GO:0001962
72221	2430	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
72221	2782	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
72221	2953	oligosaccharyl transferase activity	molecular_function	GO:0004576
72221	2959	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
72221	6039	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
72221	6040	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
72221	6042	galactosyltransferase activity	molecular_function	GO:0008378
72221	6077	fucosyltransferase activity	molecular_function	GO:0008417
72221	6376	O antigen polymerase activity	molecular_function	GO:0008755
72221	6535	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
72221	9532	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	GO:0016253
72221	9958	cellulose synthase activity	molecular_function	GO:0016759
72221	11017	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
72221	11018	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
72221	11019	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
72221	11020	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
72221	11396	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
72221	11466	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
72221	14119	alpha-1,2-galactosyltransferase activity	molecular_function	GO:0031278
72221	16390	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0033556
72221	17801	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
72221	17803	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
72221	19616	inositol phosphoceramide synthase activity	molecular_function	GO:0045140
72221	20962	glucosyltransferase activity	molecular_function	GO:0046527
72221	21342	alpha(1,3)-fucosyltransferase activity	molecular_function	GO:0046920
72221	21343	alpha(1,6)-fucosyltransferase activity	molecular_function	GO:0046921
72244	3827	intracellular	cellular_component	GO:0005622
72244	19030	sequence-specific DNA binding	molecular_function	GO:0043565
72244	2176	DNA binding	molecular_function	GO:0003677
72252	9367	mRNA metabolic process	biological_process	GO:0016071
72252	13392	ribonucleoprotein complex	cellular_component	GO:0030529
72255	2976	peroxidase activity	molecular_function	GO:0004601
72255	4283	electron transport	biological_process	GO:0006118
72255	5077	response to oxidative stress	biological_process	GO:0006979
72255	12251	heme binding	molecular_function	GO:0020037
72255	2568	cytochrome-c peroxidase activity	molecular_function	GO:0004130
72261	3727	protein binding	molecular_function	GO:0005515
72261	5239	cell communication	biological_process	GO:0007154
72261	17271	phosphoinositide binding	molecular_function	GO:0035091
72270	2290	catalytic activity	molecular_function	GO:0003824
72270	5830	metabolic process	biological_process	GO:0008152
72270	6332	5-carboxymethyl-2-hydroxymuconate delta-isomerase activity	molecular_function	GO:0008704
72280	3708	binding	molecular_function	GO:0005488
72283	3421	guanyl-nucleotide exchange factor activity	molecular_function	GO:0005085
72283	3827	intracellular	cellular_component	GO:0005622
72283	24310	regulation of small GTPase mediated signal transduction	biological_process	GO:0051056
72283	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
72305	2246	actin binding	molecular_function	GO:0003779
72305	9342	cellular component organization and biogenesis	biological_process	GO:0016043
72305	12936	actin cytoskeleton organization and biogenesis	biological_process	GO:0030036
72305	10211	Rho GTPase binding	molecular_function	GO:0017048
72305	3166	triacylglycerol lipase activity	molecular_function	GO:0004806
72309	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
72309	14302	cullin-RING ubiquitin ligase complex	cellular_component	GO:0031461
72309	14466	ubiquitin protein ligase binding	molecular_function	GO:0031625
72313	9710	oxidoreductase activity	molecular_function	GO:0016491
72313	6345	D-amino-acid dehydrogenase activity	molecular_function	GO:0008718
72319	2738	fructose-bisphosphate aldolase activity	molecular_function	GO:0004332
72319	4261	glycolysis	biological_process	GO:0006096
72319	5939	zinc ion binding	molecular_function	GO:0008270
72320	4143	carbohydrate metabolic process	biological_process	GO:0005975
72320	10063	intramolecular transferase activity, phosphotransferases	molecular_function	GO:0016868
72320	2988	phosphoglucomutase activity	molecular_function	GO:0004614
72323	5876	steroid metabolic process	biological_process	GO:0008202
72332	4283	electron transport	biological_process	GO:0006118
72332	9710	oxidoreductase activity	molecular_function	GO:0016491
72332	2612	electron-transferring-flavoprotein dehydrogenase activity	molecular_function	GO:0004174
72342	3708	binding	molecular_function	GO:0005488
72342	4927	transport	biological_process	GO:0006810
72342	9320	membrane	cellular_component	GO:0016020
72342	3546	transporter activity	molecular_function	GO:0005215
72342	3935	mitochondrial inner membrane	cellular_component	GO:0005743
72346	2888	monooxygenase activity	molecular_function	GO:0004497
72346	3721	iron ion binding	molecular_function	GO:0005506
72346	4283	electron transport	biological_process	GO:0006118
72346	12251	heme binding	molecular_function	GO:0020037
72346	10891	fluorene oxygenase activity	molecular_function	GO:0018585
72346	10892	mono-butyltin dioxygenase activity	molecular_function	GO:0018586
72346	10893	limonene 8-monooxygenase activity	molecular_function	GO:0018587
72346	10894	tri-n-butyltin dioxygenase activity	molecular_function	GO:0018588
72346	10895	di-n-butyltin dioxygenase activity	molecular_function	GO:0018589
72346	10896	methylsilanetriol hydroxylase activity	molecular_function	GO:0018590
72346	10897	methyl tertiary butyl ether 3-monooxygenase activity	molecular_function	GO:0018591
72346	10898	4-nitrocatechol 4-monooxygenase activity	molecular_function	GO:0018592
72346	10899	4-chlorophenoxyacetate monooxygenase activity	molecular_function	GO:0018593
72346	10900	tert-butyl alcohol 2-monooxygenase activity	molecular_function	GO:0018594
72346	10901	alpha-pinene monooxygenase activity	molecular_function	GO:0018595
72346	10902	dimethylsilanediol hydroxylase activity	molecular_function	GO:0018596
72346	10903	ammonia monooxygenase activity	molecular_function	GO:0018597
72346	10904	hydroxymethylsilanetriol oxidase activity	molecular_function	GO:0018598
72346	10905	2-hydroxyisobutyrate 3-monooxygenase activity	molecular_function	GO:0018599
72346	10906	alpha-pinene dehydrogenase activity	molecular_function	GO:0018600
72346	19287	spheroidene monooxygenase activity	molecular_function	GO:0043823
72360	9985	hydrolase activity	molecular_function	GO:0016787
72360	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
72360	6508	guanine deaminase activity	molecular_function	GO:0008892
72365	3727	protein binding	molecular_function	GO:0005515
72365	5939	zinc ion binding	molecular_function	GO:0008270
72365	3967	peroxisomal membrane	cellular_component	GO:0005778
72365	5126	peroxisome organization and biogenesis	biological_process	GO:0007031
72371	2227	structural constituent of ribosome	molecular_function	GO:0003735
72371	3827	intracellular	cellular_component	GO:0005622
72371	4025	ribosome	cellular_component	GO:0005840
72371	4556	translation	biological_process	GO:0006412
72381	2290	catalytic activity	molecular_function	GO:0003824
72381	5830	metabolic process	biological_process	GO:0008152
72381	3736	ATP binding	molecular_function	GO:0005524
72381	4171	fructose 2,6-bisphosphate metabolic process	biological_process	GO:0006003
72381	2737	fructose-2,6-bisphosphate 2-phosphatase activity	molecular_function	GO:0004331
72383	587	nucleosome	cellular_component	GO:0000786
72383	2176	DNA binding	molecular_function	GO:0003677
72383	3838	nucleus	cellular_component	GO:0005634
72383	4484	nucleosome assembly	biological_process	GO:0006334
72384	587	nucleosome	cellular_component	GO:0000786
72384	2176	DNA binding	molecular_function	GO:0003677
72384	3838	nucleus	cellular_component	GO:0005634
72384	4484	nucleosome assembly	biological_process	GO:0006334
72386	2175	nucleic acid binding	molecular_function	GO:0003676
72386	3827	intracellular	cellular_component	GO:0005622
72386	5939	zinc ion binding	molecular_function	GO:0008270
72386	3004	phospholipase D activity	molecular_function	GO:0004630
72399	3931	mitochondrion	cellular_component	GO:0005739
72399	4595	protein complex assembly	biological_process	GO:0006461
72400	162	nucleotide binding	molecular_function	GO:0000166
72400	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
72400	3736	ATP binding	molecular_function	GO:0005524
72400	3930	cytoplasm	cellular_component	GO:0005737
72400	4556	translation	biological_process	GO:0006412
72400	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
72400	3181	histidine-tRNA ligase activity	molecular_function	GO:0004821
72400	4570	histidyl-tRNA aminoacylation	biological_process	GO:0006427
72409	5830	metabolic process	biological_process	GO:0008152
72409	9710	oxidoreductase activity	molecular_function	GO:0016491
72409	2290	catalytic activity	molecular_function	GO:0003824
72409	3708	binding	molecular_function	GO:0005488
72409	19203	F420H2 dehydrogenase activity	molecular_function	GO:0043738
72409	19290	sulfur oxygenase reductase activity	molecular_function	GO:0043826
72409	19347	malolactic enzyme activity	molecular_function	GO:0043883
72409	24588	regulation of oxidoreductase activity	biological_process	GO:0051341
72413	3727	protein binding	molecular_function	GO:0005515
72413	5939	zinc ion binding	molecular_function	GO:0008270
72413	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
72413	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
72413	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
72413	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
72413	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
72420	70	protein import into nucleus, docking	biological_process	GO:0000059
72420	3838	nucleus	cellular_component	GO:0005634
72420	3846	nuclear pore	cellular_component	GO:0005643
72420	3930	cytoplasm	cellular_component	GO:0005737
72420	4994	intracellular protein transport	biological_process	GO:0006886
72420	6212	protein transporter activity	molecular_function	GO:0008565
72420	5021	apoptosis	biological_process	GO:0006915
72420	5932	importin-alpha export receptor activity	molecular_function	GO:0008262
72420	5951	cell proliferation	biological_process	GO:0008283
72420	3708	binding	molecular_function	GO:0005488
72426	3721	iron ion binding	molecular_function	GO:0005506
72426	4283	electron transport	biological_process	GO:0006118
72426	6664	electron carrier activity	molecular_function	GO:0009055
72426	7744	FMN binding	molecular_function	GO:0010181
72426	9710	oxidoreductase activity	molecular_function	GO:0016491
72437	576	chromosome, pericentric region	cellular_component	GO:0000775
72437	3838	nucleus	cellular_component	GO:0005634
72437	19608	meiotic chromosome segregation	biological_process	GO:0045132
72441	4927	transport	biological_process	GO:0006810
72441	9321	integral to membrane	cellular_component	GO:0016021
72473	5830	metabolic process	biological_process	GO:0008152
72473	9957	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
72473	10167	antibiotic metabolic process	biological_process	GO:0016999
72473	8390	glucuronosyltransferase activity	molecular_function	GO:0015020
72482	2175	nucleic acid binding	molecular_function	GO:0003676
72488	2290	catalytic activity	molecular_function	GO:0003824
72488	4143	carbohydrate metabolic process	biological_process	GO:0005975
72488	18659	cation binding	molecular_function	GO:0043169
72488	3546	transporter activity	molecular_function	GO:0005215
72488	4927	transport	biological_process	GO:0006810
72488	2937	alpha-glucosidase activity	molecular_function	GO:0004558
72491	21690	galactinol-sucrose galactosyltransferase activity	molecular_function	GO:0047274
72497	2290	catalytic activity	molecular_function	GO:0003824
72497	5830	metabolic process	biological_process	GO:0008152
72497	6523	isochorismatase activity	molecular_function	GO:0008908
72497	6667	biosynthetic process	biological_process	GO:0009058
72524	21401	protein dimerization activity	molecular_function	GO:0046983
72533	2290	catalytic activity	molecular_function	GO:0003824
72533	3708	binding	molecular_function	GO:0005488
72533	5830	metabolic process	biological_process	GO:0008152
72543	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
72543	4143	carbohydrate metabolic process	biological_process	GO:0005975
72543	2744	glucan 1,3-beta-glucosidase activity	molecular_function	GO:0004338
72557	6140	transaminase activity	molecular_function	GO:0008483
72557	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
72557	2459	adenosylmethionine-8-amino-7-oxononanoate transaminase activity	molecular_function	GO:0004015
72560	6667	biosynthetic process	biological_process	GO:0009058
72560	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
72560	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
72560	6337	8-amino-7-oxononanoate synthase activity	molecular_function	GO:0008710
72563	4650	amino acid metabolic process	biological_process	GO:0006520
72563	9710	oxidoreductase activity	molecular_function	GO:0016491
72563	2290	catalytic activity	molecular_function	GO:0003824
72563	3708	binding	molecular_function	GO:0005488
72563	5830	metabolic process	biological_process	GO:0008152
72563	2760	glutamate dehydrogenase (NADP+) activity	molecular_function	GO:0004354
72571	5830	metabolic process	biological_process	GO:0008152
72571	2442	aconitate hydratase activity	molecular_function	GO:0003994
