#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
68060	IPR002048	Calcium-binding EF-hand	ScanRegExp	PS00018	EF_HAND_1	1	329,	341,	NA
68060	IPR000433	Zinc finger, ZZ-type	ScanRegExp	PS01357	ZF_ZZ_1	1	182,	209,	8e-5
68061	IPR003377	Cornichon	HMMPfam	PF03311	Cornichon	1	4,	127,	1.1e-56
68065	IPR002020	Citrate synthase-like	FPrintScan	PR00143	CITRTSNTHASE	6	199,254,276,329,391,411,	212,269,304,349,407,425,	1.9e-43,1.9e-43,1.9e-43,1.9e-43,1.9e-43,1.9e-43
68065	IPR002020	Citrate synthase-like	HMMPfam	PF00285	Citrate_synt	1	73,	442,	1.8e-137
68065	IPR002020	Citrate synthase-like	ScanRegExp	PS00480	CITRATE_SYNTHASE	1	336,	348,	8e-5
68065	IPR016141	Citrate synthase-like, core	superfamily	SSF48256	Citrate synthase	1	17,	460,	4.8e-130
68078	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	HMMPfam	PF01569	PAP2	1	202,	348,	2.5e-36
68078	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	HMMSmart	SM00014	no description	1	203,	340,	1.3e-13
68078	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	superfamily	SSF48317	Acid phosphatase/Vanadium-dependent haloperoxidase	1	110,	361,	1.4e-11
68081	IPR001005	SANT, DNA-binding	ScanRegExp	PS00037	MYB_1	1	102,	110,	NA
68106	IPR001247	Exoribonuclease, phosphorolytic domain 1	HMMPfam	PF01138	RNase_PH	1	37,	92,	8.2e-07
68106	IPR015847	Exoribonuclease, phosphorolytic domain 2	superfamily	SSF55666	Ribonuclease PH domain 2-like	1	89,	189,	6.9e-08
68107	IPR001993	Mitochondrial substrate carrier	HMMPfam	PF00153	Mito_carr	2	20,116,	110,203,	2e-15,5.8e-26
68107	IPR001993	Mitochondrial substrate carrier	ProfileScan	PS50920	SOLCAR	2	19,115,	105,198,	15.283,19.595
68107	IPR001993	Mitochondrial substrate carrier	superfamily	SSF103506	Mitochondrial carrier	1	13,	193,	3.1e-41
68109	IPR013931	Oxidative stress survival, Svf1-like	HMMPfam	PF08622	Svf1	1	54,	380,	1.1e-183
68113	IPR006671	Cyclin, N-terminal	HMMPfam	PF00134	Cyclin_N	1	1,	108,	4.7e-51
68113	IPR004367	Cyclin, C-terminal	HMMPfam	PF02984	Cyclin_C	1	110,	229,	8.2e-43
68113	IPR014400	Cyclin, A/B/D/E	HMMPIR	PIRSF001771	Cyclin, A/B/D/E types	1	1,	231,	2.8e-15
68113	IPR006670	Cyclin	HMMSmart	SM00385	no description	2	17,114,	101,195,	3.6e-21,1.6e-14
68113	IPR011028	Cyclin-like	superfamily	SSF47954	Cyclin-like	2	1,110,	109,230,	3.9e-39,3.2e-41
68117	IPR016521	Uncharacterised conserved protein UCP007783, YHR121w	HMMPIR	PIRSF007783	Uncharacterised conserved protein, YHR121w type	1	35,	241,	1.1e-15
68121	IPR000192	Aminotransferase, class V/Cysteine desulphurase	HMMPfam	PF00266	Aminotran_5	1	50,	425,	3.5e-05
68121	IPR010111	Kynureninase	HMMTigr	TIGR01814	kynureninase: kynureninase	1	12,	434,	3e-167
68121	IPR015424	Pyridoxal phosphate-dependent transferase, major region	superfamily	SSF53383	PLP-dependent transferases	1	7,	435,	2.8e-98
68136	IPR001580	Calreticulin/calnexin	BlastProDom	PD001866	Q9HFC6_YARLI_Q9HFC6;	1	181,	295,	9e-36
68136	IPR001580	Calreticulin/calnexin	FPrintScan	PR00626	CALRETICULIN	6	146,174,272,321,363,410,	164,190,285,343,382,430,	2.3e-44,2.3e-44,2.3e-44,2.3e-44,2.3e-44,2.3e-44
68136	IPR001580	Calreticulin/calnexin	HMMPfam	PF00262	Calreticulin	1	61,	429,	2.9e-190
68136	IPR001580	Calreticulin/calnexin	ScanRegExp	PS00803	CALRETICULIN_1	1	144,	159,	8e-5
68136	IPR001580	Calreticulin/calnexin	ScanRegExp	PS00804	CALRETICULIN_2	1	178,	186,	8e-5
68136	IPR001580	Calreticulin/calnexin	ScanRegExp	PS00805	CALRETICULIN_REPEAT	2	302,321,	314,333,	8e-5,8e-5
68136	IPR008985	Concanavalin A-like lectin/glucanase	superfamily	SSF49899	Concanavalin A-like lectins/glucanases	2	52,400,	283,446,	1.1e-58,2.7e-10
68136	IPR009033	Calreticulin/calnexin, P	superfamily	SSF63887	P-domain of calnexin/calreticulin	1	258,	399,	8.2e-45
68140	IPR000357	HEAT	HMMPfam	PF02985	HEAT	1	1796,	1832,	0.03
68140	IPR016024	Armadillo-type fold	superfamily	SSF48371	ARM repeat	1	1087,	1855,	3.4e-06
68143	IPR007243	Autophagy protein 6	HMMPfam	PF04111	APG6	1	189,	352,	3.5e-31
68145	IPR003000	NAD-dependent histone deacetylase, silent information regulator Sir2	HMMPfam	PF02146	SIR2	1	47,	302,	2.3e-28
68145	IPR003000	NAD-dependent histone deacetylase, silent information regulator Sir2	ProfileScan	PS50305	SIRTUIN	1	29,	359,	31.384
68145	IPR016059	ATP-dependent DNA ligase, conserved site	ScanRegExp	PS00697	DNA_LIGASE_A1	1	309,	317,	NA
68153	IPR001680	WD40 repeat	BlastProDom	PD000018	Q6BSC1_EEEEE_Q6BSC1;	3	79,135,176,	111,168,208,	0.0002,2e-09,3e-06
68153	IPR001680	WD40 repeat	FPrintScan	PR00320	GPROTEINBRPT	3	97,154,195,	111,168,209,	5.1e-06,5.1e-06,5.1e-06
68153	IPR001680	WD40 repeat	HMMPfam	PF00400	WD40	3	71,128,171,	110,167,208,	8.6e-09,1.9e-06,4.2e-06
68153	IPR015048	Region of unknown function DUF1899	HMMPfam	PF08953	DUF1899	1	4,	69,	1.8e-48
68153	IPR015049	Region of unknown function DUF1900	HMMPfam	PF08954	DUF1900	1	263,	397,	1e-76
68153	IPR001680	WD40 repeat	HMMSmart	SM00320	no description	3	70,127,170,	110,167,208,	3.9e-05,9.3e-06,5.1e-06
68153	IPR001680	WD40 repeat	ProfileScan	PS50082	WD_REPEATS_2	3	77,134,176,	119,176,217,	12.179,12.814,12.881
68153	IPR001680	WD40 repeat	ProfileScan	PS50294	WD_REPEATS_REGION	1	77,	217,	21.595
68153	IPR001680	WD40 repeat	ScanRegExp	PS00678	WD_REPEATS_1	1	154,	168,	8e-5
68153	IPR011046	WD40 repeat-like	superfamily	SSF50978	WD40 repeat-like	1	77,	329,	6.5e-43
68185	IPR001440	Tetratricopeptide TPR-1	HMMPfam	PF00515	TPR_1	1	223,	256,	0.12
68185	IPR013105	Tetratricopeptide TPR2	HMMPfam	PF07719	TPR_2	1	166,	199,	0.0021
68185	IPR013026	Tetratricopeptide region	HMMSmart	SM00028	no description	2	166,223,	199,256,	0.21,3.2
68185	IPR013026	Tetratricopeptide region	ProfileScan	PS50005	TPR	2	166,223,	199,256,	9.381,5.782
68185	IPR013026	Tetratricopeptide region	ProfileScan	PS50293	TPR_REGION	1	166,	199,	9.227
68186	IPR000991	Glutamine amidotransferase class-I, C-terminal	HMMPfam	PF00117	GATase	1	314,	554,	1.2e-74
68186	IPR017456	CTP synthase, N-terminal	HMMPfam	PF06418	CTP_synth_N	1	1,	282,	4.3e-186
68186	IPR004468	CTP synthase	HMMTigr	TIGR00337	PyrG: CTP synthase	1	1,	554,	0
68186	IPR012998	Glutamine amidotransferase, class I, active site	ScanRegExp	PS00442	GATASE_TYPE_I	1	399,	410,	8e-5
68196	IPR007085	DNA/pantothenate metabolism flavoprotein, C-terminal	HMMPfam	PF04127	DFP	1	63,	314,	3.5e-96
68196	IPR007085	DNA/pantothenate metabolism flavoprotein, C-terminal	superfamily	SSF102645	Phosphopantothenoylcysteine synthetase	1	48,	338,	3.9e-72
68198	IPR003594	ATP-binding region, ATPase-like	HMMPfam	PF02518	HATPase_c	1	278,	437,	3.5e-11
68198	IPR003006	Immunoglobulin/major histocompatibility complex, conserved site	ScanRegExp	PS00290	IG_MHC	1	276,	282,	NA
68198	IPR003594	ATP-binding region, ATPase-like	superfamily	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	1	231,	434,	4.3e-19
68201	IPR009288	AIG2-like	HMMPfam	PF06094	AIG2	1	1,	138,	3.1e-07
68223	IPR010989	t-SNARE	superfamily	SSF47661	t-snare proteins	1	193,	285,	0.015
68229	IPR013745	HbrB-like	HMMPfam	PF08539	HbrB	2	481,736,	723,765,	1e-40,3.8e-09
68234	IPR013962	DASH complex, subunit Dam1	HMMPfam	PF08653	DASH_Dam1	1	39,	91,	8.9e-16
68237	IPR001310	Histidine triad (HIT) protein	FPrintScan	PR00332	HISTRIAD	3	4,25,93,	20,43,103,	2.3e-17,2.3e-17,2.3e-17
68237	IPR001310	Histidine triad (HIT) protein	HMMPfam	PF01230	HIT	1	10,	108,	1.7e-33
68237	IPR001310	Histidine triad (HIT) protein	ProfileScan	PS51084	HIT_2	1	4,	112,	23.962
68237	IPR001310	Histidine triad (HIT) protein	ScanRegExp	PS00892	HIT_1	1	86,	104,	8e-5
68237	IPR011146	Histidine triad-like motif	superfamily	SSF54197	HIT-like	1	2,	138,	3e-42
68238	IPR006025	Peptidase M, neutral zinc metallopeptidases, zinc-binding site	ScanRegExp	PS00142	ZINC_PROTEASE	1	354,	363,	NA
68238	IPR001229	Mannose-binding lectin	superfamily	SSF51101	Mannose-binding lectins	1	545,	663,	7.2e-18
68247	IPR013519	Integrin alpha beta-propellor	HMMSmart	SM00191	no description	3	358,505,646,	416,560,731,	0.37,5.8,83
68251	IPR000608	Ubiquitin-conjugating enzyme, E2	BlastProDom	PD000461	Q9ZVX1_ARATH_Q9ZVX1;	1	732,	859,	3e-28
68251	IPR000608	Ubiquitin-conjugating enzyme, E2	HMMPfam	PF00179	UQ_con	1	726,	880,	5.8e-15
68251	IPR000608	Ubiquitin-conjugating enzyme, E2	HMMSmart	SM00212	no description	1	725,	887,	3.9e-14
68251	IPR000608	Ubiquitin-conjugating enzyme, E2	ProfileScan	PS50127	UBIQUITIN_CONJUGAT_2	1	725,	844,	17.548
68251	IPR016135	Ubiquitin-conjugating enzyme/RWD-like	superfamily	SSF54495	UBC-like	1	714,	881,	2.1e-29
68254	IPR002130	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type	FPrintScan	PR00153	CSAPPISMRASE	2	39,83,	51,98,	5.1e-05,5.1e-05
68254	IPR002130	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type	HMMPfam	PF00160	Pro_isomerase	1	1,	119,	2.9e-22
68254	IPR002130	Peptidyl-prolyl cis-trans isomerase, cyclophilin-type	ProfileScan	PS50072	CSA_PPIASE_2	1	17,	105,	19.350
68254	IPR015891	Cyclophilin-like	superfamily	SSF50891	Cyclophilin-like	1	18,	105,	7.2e-29
68269	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	FPrintScan	PR00368	FADPNR	5	6,108,145,237,277,	28,117,170,251,284,	3.7e-11,3.7e-11,3.7e-11,3.7e-11,3.7e-11
68269	IPR001100	Pyridine nucleotide-disulphide oxidoreductase, class I	FPrintScan	PR00411	PNDRDTASEI	5	6,145,237,277,370,	28,170,251,284,375,	1.9e-09,1.9e-09,1.9e-09,1.9e-09,1.9e-09
68269	IPR001327	Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region	HMMPfam	PF00070	Pyr_redox	1	145,	209,	4.2e-11
68269	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	HMMPfam	PF07992	Pyr_redox_2	1	6,	288,	1.2e-05
68277	IPR001900	Ribonuclease II and R	HMMPfam	PF00773	RNB	1	527,	879,	8.8e-45
68277	IPR001589	Actinin-type, actin-binding, conserved site	ScanRegExp	PS00019	ACTININ_1	1	471,	480,	NA
68282	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	38,	452,	7.8e-14
68282	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	6,	496,	7.2e-38
68284	IPR002618	UTP--glucose-1-phosphate uridylyltransferase	HMMPfam	PF01704	UDPGP	1	58,	472,	4.1e-265
68284	IPR016267	UTP--glucose-1-phosphate uridylyltransferase, subgroup	HMMPIR	PIRSF000806	UTP--glucose-1-phosphate uridylyltransferase	1	1,	507,	0
68290	IPR007317	Protein of unknown function DUF410	HMMPfam	PF04190	DUF410	1	41,	310,	1.6e-50
68296	IPR004837	Sodium/calcium exchanger membrane region	HMMPfam	PF01699	Na_Ca_ex	2	57,240,	205,373,	5e-24,2.7e-34
68296	IPR004798	Calcium/proton exchanger superfamily	HMMTigr	TIGR00378	cax: calcium/proton exchanger	1	31,	374,	2.7e-158
68296	IPR004713	Calcium/proton exchanger	HMMTigr	TIGR00846	caca2: calcium/proton exchanger	1	13,	374,	9.8e-149
68300	IPR009772	D123	HMMPfam	PF07065	D123	1	49,	390,	2.3e-80
68303	IPR007225	Exocyst complex subunit Sec15-like	HMMPfam	PF04091	Sec15	1	474,	814,	1.1e-50
68303	IPR007225	Exocyst complex subunit Sec15-like	HMMPIR	PIRSF025007	Exocyst complex, component 6	1	3,	814,	1e-215
68310	IPR002035	von Willebrand factor, type A	FPrintScan	PR00453	VWFADOMAIN	2	158,307,	172,315,	10,10
68310	IPR000644	Cystathionine beta-synthase, core	HMMPfam	PF00571	CBS	1	205,	330,	1.9e-17
68310	IPR000644	Cystathionine beta-synthase, core	HMMSmart	SM00116	no description	4	52,134,210,282,	101,187,258,330,	19,4.9,0.031,4.1e-07
68319	IPR004443	YjeF-related protein, N-terminal	superfamily	SSF64153	YjeF N-terminal domain-like	1	391,	656,	1.1e-31
68320	IPR011545	DNA/RNA helicase, DEAD/DEAH box type, N-terminal	HMMPfam	PF00270	DEAD	1	47,	214,	5.2e-59
68320	IPR001650	DNA/RNA helicase, C-terminal	HMMPfam	PF00271	Helicase_C	1	281,	357,	4.3e-38
68320	IPR014001	DEAD-like helicase, N-terminal	HMMSmart	SM00487	no description	1	42,	239,	1e-53
68320	IPR001650	DNA/RNA helicase, C-terminal	HMMSmart	SM00490	no description	1	276,	357,	9.6e-37
68320	IPR014021	Helicase, superfamily 1 and 2, ATP-binding	ProfileScan	PS51192	HELICASE_ATP_BIND_1	1	54,	224,	29.459
68320	IPR001650	DNA/RNA helicase, C-terminal	ProfileScan	PS51194	HELICASE_CTER	1	235,	396,	27.802
68320	IPR014014	RNA helicase, DEAD-box type, Q motif	ProfileScan	PS51195	Q_MOTIF	1	23,	51,	8.762
68320	IPR000629	RNA helicase, ATP-dependent, DEAD-box, conserved site	ScanRegExp	PS00039	DEAD_ATP_HELICASE	1	170,	178,	8e-5
68321	IPR000649	Initiation factor 2B related	HMMPfam	PF01008	IF-2B	1	166,	461,	8.2e-111
68327	IPR005024	Snf7	HMMPfam	PF03357	Snf7	1	20,	188,	1.4e-42
68332	IPR008570	ESCRT-II complex, vps25 subunit	HMMPfam	PF05871	ESCRT-II	1	17,	196,	2.1e-74
68339	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	5	8,81,128,155,174,	25,92,144,174,191,	6.9e-14,6.9e-14,6.9e-14,6.9e-14,6.9e-14
68339	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	7,	174,	1e-08
68339	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	1,	249,	1.3e-41
68340	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	5	4,77,124,150,169,	21,88,140,169,186,	8.8e-19,8.8e-19,8.8e-19,8.8e-19,8.8e-19
68340	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	3,	169,	7.2e-18
68340	IPR002198	Short-chain dehydrogenase/reductase SDR	ScanRegExp	PS00061	ADH_SHORT	1	137,	165,	NA
68340	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	3,	244,	3.1e-47
68342	IPR002198	Short-chain dehydrogenase/reductase SDR	FPrintScan	PR00080	SDRFAMILY	3	147,201,223,	158,209,242,	5.5e-08,5.5e-08,5.5e-08
68342	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	6	71,147,195,223,244,277,	88,158,211,242,261,297,	6.5e-40,6.5e-40,6.5e-40,6.5e-40,6.5e-40,6.5e-40
68342	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	70,	242,	6.4e-27
68342	IPR002198	Short-chain dehydrogenase/reductase SDR	ScanRegExp	PS00061	ADH_SHORT	1	210,	238,	NA
68342	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	61,	316,	9.3e-77
68344	IPR004583	DNA repair protein Rad4	HMMPfam	PF03835	Rad4	1	516,	908,	1.1e-111
68357	IPR000994	Peptidase M24, catalytic core	HMMPfam	PF00557	Peptidase_M24	1	273,	496,	1.6e-64
68357	IPR007865	Peptidase M24B, X-Pro dipeptidase/aminopeptidase P  N-terminal	HMMPfam	PF05195	AMP_N	1	88,	223,	8.3e-44
68357	IPR001131	Peptidase M24B, X-Pro dipeptidase/aminopeptidase P, conserved site	ScanRegExp	PS00491	PROLINE_PEPTIDASE	1	433,	445,	8e-5
68357	IPR000994	Peptidase M24, catalytic core	superfamily	SSF55920	Creatinase/aminopeptidase	1	264,	503,	5e-51
68377	IPR011021	Arrestin-like, N-terminal	HMMPfam	PF00339	Arrestin_N	1	25,	171,	5.2e-05
68377	IPR011022	Arrestin-like, C-terminal	HMMPfam	PF02752	Arrestin_C	1	185,	328,	6.7e-07
68377	IPR014756	Immunoglobulin E-set	superfamily	SSF81296	E set domains	1	42,	208,	2.8e-08
68388	IPR009244	MED7	HMMPfam	PF05983	MED7	1	7,	202,	4.5e-21
68392	IPR002125	CMP/dCMP deaminase, zinc-binding	HMMPfam	PF00383	dCMP_cyt_deam_1	1	228,	350,	9.1e-09
68392	IPR016193	Cytidine deaminase-like	superfamily	SSF53927	Cytidine deaminase-like	1	230,	383,	3.3e-24
68397	IPR000754	Ribosomal protein S9	BlastProDom	PD001627	Q6FR56_EEEEE_Q6FR56;	1	11,	96,	3e-38
68397	IPR000754	Ribosomal protein S9	HMMPfam	PF00380	Ribosomal_S9	1	11,	143,	3.3e-78
68397	IPR000754	Ribosomal protein S9	ScanRegExp	PS00360	RIBOSOMAL_S9	1	71,	89,	8e-5
68399	IPR001380	Ribosomal protein L13e	BlastProDom	PD004443	Q875Q4_SACKL_Q875Q4;	1	54,	110,	7e-18
68399	IPR001380	Ribosomal protein L13e	HMMPfam	PF01294	Ribosomal_L13e	1	7,	185,	1.3e-111
68411	IPR013726	Protein of unknown function DUF1748, fungi	HMMPfam	PF08520	DUF1748	1	3,	72,	1.5e-38
68413	IPR007704	Mannosyltransferase, DXD	HMMPfam	PF05007	Mannosyl_trans	1	126,	386,	9.3e-82
68429	IPR006597	Sel1-like	HMMPfam	PF08238	Sel1	2	49,85,	84,121,	0.0018,8.3e-07
68429	IPR006597	Sel1-like	HMMSmart	SM00671	no description	2	49,85,	84,121,	0.00056,0.0087
68436	IPR000243	Peptidase T1A, proteasome beta-subunit	FPrintScan	PR00141	PROTEASOME	4	75,197,208,233,	90,208,219,244,	2e-20,2e-20,2e-20,2e-20
68436	IPR001353	20S proteasome, A and B subunits	HMMPfam	PF00227	Proteasome	1	64,	247,	2.1e-65
68436	IPR016050	Proteasome, beta-type subunit, conserved site	ScanRegExp	PS00854	PROTEASOME_B	1	71,	118,	8e-5
68437	IPR004353	Protein of unknown function DUF254, SAND	FPrintScan	PR01546	YEAST73DUF	11	220,238,304,333,363,387,411,437,465,579,608,	237,258,332,345,384,400,427,460,491,593,628,	6.7e-70,6.7e-70,6.7e-70,6.7e-70,6.7e-70,6.7e-70,6.7e-70,6.7e-70,6.7e-70,6.7e-70,6.7e-70
68437	IPR004353	Protein of unknown function DUF254, SAND	HMMPfam	PF03164	DUF254	1	209,	628,	8.5e-113
68444	IPR013952	Protein of unknown function DUF1776, fungi	HMMPfam	PF08643	DUF1776	1	140,	473,	1e-55
68444	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	155,	324,	2.2e-06
68457	IPR004217	Zinc finger, Tim10/DDP-type	HMMPfam	PF02953	zf-Tim10_DDP	1	14,	79,	8.8e-06
68466	IPR000504	RNA recognition motif, RNP-1	HMMPfam	PF00076	RRM_1	1	30,	74,	1.7e-05
68466	IPR000504	RNA recognition motif, RNP-1	ProfileScan	PS50102	RRM	1	1,	85,	9.456
68472	IPR000173	Glyceraldehyde 3-phosphate dehydrogenase	FPrintScan	PR00078	G3PDHDRGNASE	5	110,145,172,229,269,	123,163,188,246,284,	2e-46,2e-46,2e-46,2e-46,2e-46
68472	IPR000173	Glyceraldehyde 3-phosphate dehydrogenase	HMMPfam	PF00044	Gp_dh_N	1	3,	151,	1e-97
68472	IPR000173	Glyceraldehyde 3-phosphate dehydrogenase	HMMPfam	PF02800	Gp_dh_C	1	156,	313,	3.1e-111
68472	IPR000173	Glyceraldehyde 3-phosphate dehydrogenase	HMMPIR	PIRSF000149	Glyceraldehyde-3-phosphate dehydrogenase	1	1,	335,	1.8e-179
68472	IPR006424	Glyceraldehyde-3-phosphate dehydrogenase, type I	HMMTigr	TIGR01534	GAPDH-I: glyceraldehyde-3-phosphate dehydrog	1	4,	325,	1.3e-198
68472	IPR000173	Glyceraldehyde 3-phosphate dehydrogenase	ScanRegExp	PS00071	GAPDH	1	149,	156,	8e-5
68472	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	3,	173,	2.6e-77
68478	IPR003173	Transcriptional coactivator p15	HMMPfam	PF02229	PC4	1	11,	111,	4.9e-19
68478	IPR009044	ssDNA-binding transcriptional regulator	superfamily	SSF54447	ssDNA-binding transcriptional regulator domain	1	45,	114,	4.1e-15
68481	IPR010257	Fatty acid desaturase, type 1, N-terminal	BlastProDom	PD001081	Q6CF55_EEEEE_Q6CF55;	1	57,	164,	3e-33
68481	IPR005804	Fatty acid desaturase, type 1	HMMPfam	PF00487	FA_desaturase	1	92,	352,	9.9e-63
68491	IPR000903	Myristoyl-CoA:protein N-myristoyltransferase	HMMPfam	PF01233	NMT	1	119,	280,	5.4e-116
68491	IPR000903	Myristoyl-CoA:protein N-myristoyltransferase	HMMPfam	PF02799	NMT_C	1	294,	523,	4.5e-109
68491	IPR000903	Myristoyl-CoA:protein N-myristoyltransferase	HMMPIR	PIRSF015892	N-myristoyl transferase	1	8,	524,	2.8e-237
68491	IPR000903	Myristoyl-CoA:protein N-myristoyltransferase	ScanRegExp	PS00975	NMT_1	1	230,	238,	8e-5
68491	IPR000903	Myristoyl-CoA:protein N-myristoyltransferase	ScanRegExp	PS00976	NMT_2	1	481,	487,	NA
68491	IPR016181	Acyl-CoA N-acyltransferase	superfamily	SSF55729	Acyl-CoA N-acyltransferases (Nat)	2	97,282,	281,524,	6.6e-77,7.8e-86
68496	IPR002123	Phospholipid/glycerol acyltransferase	HMMPfam	PF01553	Acyltransferase	1	124,	248,	1.9e-15
68496	IPR002123	Phospholipid/glycerol acyltransferase	HMMSmart	SM00563	no description	1	153,	276,	5.1e-19
68497	IPR000608	Ubiquitin-conjugating enzyme, E2	BlastProDom	PD000461	P78717_NECHA_P78717;	1	1,	136,	5e-68
68497	IPR000608	Ubiquitin-conjugating enzyme, E2	HMMPfam	PF00179	UQ_con	1	1,	130,	4.3e-63
68497	IPR000608	Ubiquitin-conjugating enzyme, E2	HMMSmart	SM00212	no description	1	1,	135,	2.3e-55
68497	IPR000608	Ubiquitin-conjugating enzyme, E2	ProfileScan	PS50127	UBIQUITIN_CONJUGAT_2	1	1,	124,	41.226
68497	IPR000608	Ubiquitin-conjugating enzyme, E2	ScanRegExp	PS00183	UBIQUITIN_CONJUGAT_1	1	62,	77,	8e-5
68497	IPR016135	Ubiquitin-conjugating enzyme/RWD-like	superfamily	SSF54495	UBC-like	1	1,	136,	3.7e-52
68507	IPR007034	Protein of unknown function DUF663	HMMPfam	PF04950	DUF663	1	488,	775,	1.2e-131
68507	IPR012948	AARP2CN	HMMPfam	PF08142	AARP2CN	1	232,	313,	7.6e-37
68507	IPR012948	AARP2CN	HMMSmart	SM00785	no description	1	232,	313,	8.2e-35
68522	IPR007823	Methyltransferase-related	HMMPfam	PF05148	Methyltransf_8	1	162,	439,	1.9e-67
68552	IPR003959	AAA ATPase, core	HMMPfam	PF00004	AAA	1	435,	501,	1.3e-09
68552	IPR003593	AAA+ ATPase, core	HMMSmart	SM00382	no description	1	432,	586,	1.3e-08
68565	IPR001650	DNA/RNA helicase, C-terminal	HMMPfam	PF00271	Helicase_C	1	177,	271,	3.5e-18
68565	IPR007502	Helicase-associated region	HMMPfam	PF04408	HA2	1	339,	422,	3.4e-19
68565	IPR011709	Region of unknown function DUF1605	HMMPfam	PF07717	DUF1605	1	456,	559,	5.9e-22
68565	IPR001650	DNA/RNA helicase, C-terminal	HMMSmart	SM00490	no description	1	168,	271,	5.1e-20
68565	IPR014021	Helicase, superfamily 1 and 2, ATP-binding	ProfileScan	PS51192	HELICASE_ATP_BIND_1	1	1,	115,	13.181
68565	IPR001650	DNA/RNA helicase, C-terminal	ProfileScan	PS51194	HELICASE_CTER	1	129,	312,	17.156
68565	IPR002464	DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site	ScanRegExp	PS00690	DEAH_ATP_HELICASE	1	57,	66,	8e-5
68569	IPR010259	Proteinase inhibitor I9, subtilisin propeptide	HMMPfam	PF05922	Subtilisin_N	1	4,	73,	2.8e-10
68569	IPR009020	Proteinase inhibitor, propeptide	superfamily	SSF54897	Protease propeptides/inhibitors	1	3,	73,	1.9e-14
68582	IPR003959	AAA ATPase, core	HMMPfam	PF00004	AAA	1	69,	199,	1e-18
68582	IPR013748	Replication factor C	HMMPfam	PF08542	Rep_fac_C	1	260,	349,	3.7e-28
68582	IPR003593	AAA+ ATPase, core	HMMSmart	SM00382	no description	1	66,	191,	7.7e-11
68582	IPR008921	DNA polymerase III clamp loader subunit, C-terminal	superfamily	SSF48019	DNA polymerase III clamp loader subunits, C-terminal domain	1	262,	355,	1e-21
68588	IPR009038	GOLD	ProfileScan	PS50866	GOLD	1	20,	109,	9.668
68590	IPR001279	Beta-lactamase-like	HMMPfam	PF00753	Lactamase_B	1	14,	177,	5.5e-32
68599	IPR000571	Zinc finger, CCCH-type	HMMPfam	PF00642	zf-CCCH	1	182,	208,	0.0051
68599	IPR008263	Glycoside hydrolase, family 16, active site	ScanRegExp	PS01034	GLYCOSYL_HYDROL_F16	1	350,	361,	NA
68599	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	503,	528,	0.0088
68607	IPR002891	Adenylylsulphate kinase, C-terminal	BlastProDom	PD002350	Q6CVB5_EEEEE_Q6CVB5;	1	11,	194,	7e-65
68607	IPR002891	Adenylylsulphate kinase, C-terminal	HMMPfam	PF01583	APS_kinase	1	23,	181,	1.1e-98
68607	IPR002891	Adenylylsulphate kinase, C-terminal	HMMTigr	TIGR00455	apsK: adenylylsulfate kinase	1	7,	192,	2.8e-114
68609	IPR002500	Phosphoadenosine phosphosulphate reductase	HMMPfam	PF01507	PAPS_reduct	1	54,	236,	8.9e-55
68609	IPR004511	Phosphoadenosine phosphosulphate reductase CysH-type	HMMTigr	TIGR00434	cysH: phosophoadenylyl-sulfate reducta	1	41,	260,	6.7e-97
